Start,End,Sleep quality,Time in bed,Wake up,Sleep Notes,Heart rate,Activity (steps)
2017-02-21 22:05:47,2017-02-22 06:15:14,89%,8:09,:|,,,3734
2017-02-22 22:15:32,2017-02-23 06:15:10,85%,7:59,:|,,,1562
2017-02-23 23:42:19,2017-02-24 06:14:01,61%,6:31,:|,,,1059
2017-02-24 22:18:53,2017-02-25 06:14:44,78%,7:55,:|,,,3656
2017-02-26 22:51:08,2017-02-27 06:14:53,79%,7:23,:|,,,795
2017-02-28 00:25:55,2017-02-28 06:15:12,51%,5:49,:|,,,3069
2017-02-28 23:15:40,2017-03-01 05:05:17,69%,5:49,:(,,,2406
2017-03-01 22:32:05,2017-03-02 06:14:48,61%,7:42,:|,,,1481
2017-03-02 22:54:58,2017-03-03 06:15:12,84%,7:20,:|,,,1920
2017-03-04 00:22:56,2017-03-04 08:14:25,82%,7:51,:|,,,1206
2017-03-05 22:25:54,2017-03-06 06:15:41,82%,7:49,:|,,,506
2017-03-07 00:14:14,2017-03-07 05:14:50,51%,5:00,:|,,,4902
2017-03-07 21:35:18,2017-03-08 06:11:16,90%,8:35,:|,,,2639
2017-03-08 22:57:50,2017-03-09 06:15:18,77%,7:17,:|,,,2976
2017-03-09 22:55:51,2017-03-10 05:05:29,62%,6:09,:|,,,1830
2017-03-11 01:19:42,2017-03-11 08:12:58,71%,6:53,:),,,299
2017-03-12 00:19:16,2017-03-12 09:08:20,92%,7:49,:|,,,2820
2017-03-12 22:26:02,2017-03-13 06:14:14,84%,7:48,:|,,,208
2017-03-13 23:25:09,2017-03-14 06:14:37,69%,6:49,:|,,,1595
2017-03-14 22:47:15,2017-03-15 05:05:29,67%,6:18,:|,,,1560
2017-03-15 22:10:11,2017-03-16 05:05:21,66%,6:55,:|,,,1099
2017-03-16 23:31:07,2017-03-17 06:15:08,64%,6:44,:|,,,2613
2017-03-18 00:41:43,2017-03-18 08:14:12,74%,7:32,:|,,,3352
2017-03-18 21:33:50,2017-03-19 08:11:34,95%,10:37,:),,,2438
2017-03-19 23:00:03,2017-03-20 05:14:45,68%,6:14,:|,,,395
2017-03-20 22:20:13,2017-03-21 05:05:25,76%,6:45,:|,,,1977
2017-03-21 23:09:46,2017-03-22 06:14:08,76%,7:04,:|,,,1301
2017-03-23 00:16:41,2017-03-23 06:15:36,68%,5:58,:|,,,2100
2017-03-24 01:05:27,2017-03-24 06:12:50,59%,5:07,:|,,,1091
2017-03-24 23:31:51,2017-03-25 08:14:45,96%,8:42,:|,,,582
2017-03-25 23:06:57,2017-03-26 08:15:29,100%,9:08,:|,,,4205
2017-03-26 23:17:22,2017-03-27 06:15:15,72%,6:57,:|,,,12996
2017-03-27 23:16:56,2017-03-28 05:05:37,66%,5:48,:|,,,2630
2017-03-28 22:53:27,2017-03-29 06:15:17,84%,7:21,:|,,,2209
2017-03-29 22:36:45,2017-03-30 05:05:31,74%,6:28,:|,,,2399
2017-03-30 23:53:32,2017-03-31 06:15:11,77%,6:21,:|,,,2965
2017-03-31 22:17:19,2017-04-01 07:14:25,100%,8:57,:(,,,4193
2017-04-01 23:46:59,2017-04-02 08:13:10,92%,8:26,:|,,,8402
2017-04-02 22:53:12,2017-04-03 06:15:21,79%,7:22,:|,,,13739
2017-04-04 00:33:57,2017-04-04 05:05:33,52%,4:31,:|,,,2102
2017-04-05 00:55:51,2017-04-05 06:12:45,52%,5:16,:|,,,1770
2017-04-05 22:18:44,2017-04-06 05:05:42,69%,6:46,:|,,,8661
2017-04-09 22:45:45,2017-04-10 06:15:04,79%,7:29,:|,,,8182
2017-04-10 23:58:08,2017-04-11 05:05:34,44%,5:07,:|,,,4688
2017-04-11 23:15:19,2017-04-12 06:15:31,82%,7:00,:|,,,2044
2017-04-12 23:14:09,2017-04-13 05:05:39,66%,5:51,:|,,,12681
2017-04-14 00:25:37,2017-04-14 06:15:19,65%,5:49,:(,,,6756
2017-04-14 23:10:22,2017-04-15 07:56:57,93%,8:46,:|,,,13597
2017-04-15 23:21:41,2017-04-16 07:59:25,91%,8:37,:),,,15103
2017-04-16 22:26:53,2017-04-17 06:13:46,87%,7:46,:|,,,810
2017-04-18 21:32:32,2017-04-19 06:15:21,98%,8:42,:|,,,14433
2017-04-19 22:47:56,2017-04-20 06:06:15,80%,7:18,:|,,,10139
2017-04-20 22:27:48,2017-04-21 06:15:03,84%,7:47,:|,,,2176
2017-04-21 22:30:01,2017-04-22 06:15:33,72%,7:45,:|,,,3324
2017-04-23 01:43:29,2017-04-23 06:15:27,56%,4:31,:(,,,13947
2017-04-23 22:27:01,2017-04-24 06:14:50,89%,7:47,:|,,,9716
2017-04-24 22:51:11,2017-04-25 06:15:32,72%,7:24,:|,,,2326
2017-04-25 22:32:51,2017-04-26 06:14:23,89%,7:41,:|,,,5202
2017-04-26 22:50:06,2017-04-27 06:14:44,76%,7:24,:|,,,2957
2017-04-27 23:43:56,2017-04-28 06:15:24,57%,6:31,:|,,,2181
2017-04-28 21:58:15,2017-04-29 06:15:05,77%,8:16,:|,,,14326
2017-04-29 23:27:52,2017-04-30 06:13:34,77%,6:45,:|,,,13614
2017-04-30 21:56:12,2017-05-01 06:44:59,100%,8:48,:|,,,9091
2017-05-01 22:03:06,2017-05-02 05:05:39,64%,7:02,:|,,,1270
2017-05-02 23:15:34,2017-05-03 06:15:27,68%,6:59,:|,,,4034
2017-05-03 22:46:33,2017-05-04 06:15:33,56%,7:28,:(,,,11593
2017-05-04 23:14:28,2017-05-05 06:14:22,62%,6:59,:|,,,1564
2017-05-05 23:13:57,2017-05-06 08:05:20,68%,8:51,:(,,,630
2017-05-06 21:42:48,2017-05-07 07:39:15,64%,9:56,:(,,,608
2017-05-07 22:47:26,2017-05-08 06:13:54,51%,7:26,:(,,,5217
2017-05-08 22:48:26,2017-05-09 06:15:34,47%,7:27,:|,,,5238
2017-05-09 22:03:10,2017-05-10 06:14:21,47%,8:11,:(,,,4802
2017-05-10 22:59:43,2017-05-11 05:05:36,38%,6:05,:|,,,1503
2017-05-15 04:40:39,2017-05-15 09:46:38,56%,5:05,:|,,,4268
2017-05-15 23:41:07,2017-05-16 06:11:43,52%,6:30,:|,,,4140
2017-05-16 23:51:23,2017-05-17 06:14:58,60%,6:23,:(,,,10556
2017-05-17 22:39:05,2017-05-18 06:13:18,77%,7:34,:|,,,10811
2017-05-18 23:08:00,2017-05-19 06:14:43,61%,7:06,:|,,,5436
2017-05-19 23:09:55,2017-05-20 06:14:47,63%,7:04,:|,,,5096
2017-05-21 00:45:59,2017-05-21 07:12:05,61%,6:26,:|,,,12509
2017-05-21 22:34:12,2017-05-22 06:15:18,68%,7:41,:|,,,5816
2017-05-22 23:49:09,2017-05-23 06:15:51,62%,6:26,:|,,,4072
2017-05-23 22:53:22,2017-05-24 06:14:57,70%,7:21,:(,,,6575
2017-05-24 23:24:06,2017-05-25 05:05:34,38%,5:41,:(,,,14521
2017-05-25 22:16:48,2017-05-26 06:14:54,61%,7:58,:(,,,3732
2017-05-26 22:32:08,2017-05-27 05:00:44,50%,6:28,:(,,,14107
2017-05-27 22:15:07,2017-05-28 06:14:50,78%,7:59,:|,,,16752
2017-05-28 23:26:32,2017-05-29 06:15:17,57%,6:48,:|,,,13700
2017-05-29 21:14:08,2017-05-30 06:15:31,73%,9:01,:(,,,6112
2017-05-30 23:11:20,2017-05-31 06:15:25,74%,7:04,:|,,,1539
2017-05-31 23:02:24,2017-06-01 06:15:23,88%,7:12,:),,,3912
2017-06-01 22:09:33,2017-06-02 06:14:48,91%,8:05,:(,,,2586
2017-06-02 22:21:05,2017-06-03 08:10:13,97%,9:49,:(,,,1432
2017-06-03 21:59:40,2017-06-04 07:57:04,94%,9:57,:(,,,166
2017-06-04 21:42:54,2017-06-05 06:15:12,87%,8:32,:(,,,147
2017-06-05 23:10:56,2017-06-06 07:15:31,83%,8:04,:|,,,3962
2017-06-07 23:10:58,2017-06-08 08:12:56,83%,9:01,:|,,,6879
2017-06-08 23:47:03,2017-06-09 06:15:25,61%,6:28,:(,,,3945
2017-06-09 23:36:19,2017-06-10 06:45:35,70%,7:09,:|,,,4615
2017-06-10 23:01:14,2017-06-11 06:15:30,77%,7:14,:|,,,9970
2017-06-11 23:15:51,2017-06-12 07:14:42,75%,7:58,:(,,,3015
2017-06-12 21:34:07,2017-06-13 06:15:16,87%,8:41,:(,,,603
2017-06-13 22:40:44,2017-06-14 07:15:34,99%,8:34,:),,,10460
2017-06-14 23:29:25,2017-06-15 07:13:40,80%,7:44,:|,,,4867
2017-06-15 23:17:45,2017-06-16 06:45:28,62%,7:27,:(,,,3708
2017-06-16 21:23:33,2017-06-17 06:44:49,100%,9:21,:|,,,2483
2017-06-18 01:36:25,2017-06-18 06:45:44,49%,5:09,:|,,,180
2017-06-18 23:32:32,2017-06-19 07:14:28,70%,7:41,:|,,,357
2017-06-19 23:17:02,2017-06-20 07:15:35,81%,7:58,:|,,,1785
2017-06-21 00:06:10,2017-06-21 06:45:47,72%,6:39,:|,,,10806
2017-06-21 22:58:31,2017-06-22 07:30:32,96%,8:32,:|,,,2980
2017-06-22 22:36:16,2017-06-23 05:58:33,80%,7:22,:),,,3116
2017-06-24 00:09:46,2017-06-24 06:15:12,56%,6:05,:|,,,3081
2017-06-24 23:55:46,2017-06-25 07:27:33,81%,7:31,:|,,,10922
2017-06-25 22:53:51,2017-06-26 07:21:48,81%,8:27,:|,,,7881
2017-06-26 23:03:48,2017-06-27 07:50:34,96%,8:46,:|,,,3405
2017-06-27 23:12:52,2017-06-28 06:44:03,67%,7:31,:|,,,8351
2017-06-28 23:49:47,2017-06-29 07:59:49,70%,8:10,:|,,,7559
2017-06-30 00:45:30,2017-06-30 06:45:38,57%,6:00,:|,,,1187
2017-06-30 22:53:03,2017-07-01 07:01:23,95%,8:08,:|,,,9289
2017-07-02 00:05:34,2017-07-02 05:59:57,62%,5:54,:|,,,10254
2017-07-02 22:14:07,2017-07-03 07:05:41,100%,8:51,:),,,18278
2017-07-03 23:48:25,2017-07-04 07:55:04,90%,8:06,:|,,,8161
2017-07-04 23:23:53,2017-07-05 07:29:48,93%,8:05,:|,,,14860
2017-07-05 23:07:18,2017-07-06 06:59:57,90%,7:52,:|,,,2501
2017-07-06 22:53:48,2017-07-07 07:59:46,100%,9:05,:|,,,9614
2017-07-07 22:21:39,2017-07-08 06:15:31,86%,7:53,:|,,,1314
2017-07-08 22:42:52,2017-07-09 07:15:12,100%,8:32,:|,,,18068
2017-07-10 00:02:38,2017-07-10 07:15:04,74%,7:12,:|,,,15651
2017-07-11 00:08:35,2017-07-11 06:59:54,77%,6:51,:|,,,8776
2017-07-12 00:31:46,2017-07-12 08:00:36,91%,7:28,:|,,,7611
2017-07-12 23:40:55,2017-07-13 07:59:48,89%,8:18,:(,,,7725
2017-07-13 23:45:21,2017-07-14 07:59:37,85%,8:14,:|,,,4536
2017-07-14 22:48:03,2017-07-15 08:00:19,98%,9:12,:|,,,7020
2017-07-15 23:56:59,2017-07-16 07:58:26,67%,8:01,:|,,,6049
2017-07-17 00:01:09,2017-07-17 08:59:52,100%,8:58,:|,,,8191
2017-07-18 01:02:58,2017-07-18 08:58:57,83%,7:55,:|,,,8264
2017-07-19 00:14:49,2017-07-19 08:30:42,92%,8:15,:|,,,13236
2017-07-20 00:06:19,2017-07-20 08:26:45,100%,8:20,:(,,,2607
2017-07-21 01:57:59,2017-07-21 09:30:43,79%,7:32,:|,,,8090
2017-07-22 00:56:56,2017-07-22 09:29:40,100%,8:32,:|,,,1306
2017-07-23 01:21:43,2017-07-23 08:30:02,90%,7:08,:|,,,1208
2017-07-24 21:57:00,2017-07-25 08:29:52,99%,10:32,:|,,,16251
2017-07-25 23:32:47,2017-07-26 07:05:30,88%,7:32,:(,,,4883
2017-07-26 23:45:37,2017-07-27 08:27:27,89%,8:41,:|,,,1635
2017-07-28 00:29:09,2017-07-28 08:30:20,89%,8:01,:|,,,7680
2017-07-29 00:24:00,2017-07-29 07:00:50,78%,6:36,:|,,,9348
2017-07-30 00:59:13,2017-07-30 08:56:13,94%,7:56,:|,,,8778
2017-07-30 22:32:58,2017-07-31 03:58:59,61%,5:26,:|,,,3684
2017-07-31 20:30:32,2017-08-01 08:26:52,99%,11:56,:|,,,2534
2017-08-01 22:26:52,2017-08-02 08:04:04,73%,9:37,:|,,,4118
2017-08-02 23:51:55,2017-08-03 07:27:46,84%,7:35,:|,,,7146
2017-08-03 23:03:24,2017-08-04 08:28:36,74%,9:25,:|,,,4377
2017-08-04 23:28:17,2017-08-05 08:28:37,61%,9:00,:|,,,4771
2017-08-06 00:54:43,2017-08-06 08:14:04,42%,7:19,:|,,,7861
2017-08-06 23:43:07,2017-08-07 08:14:39,37%,8:31,:|,,,5058
2017-08-08 00:21:01,2017-08-08 08:30:33,41%,8:09,:|,,,7671
2017-08-09 00:05:51,2017-08-09 08:29:30,49%,8:23,:|,,,9778
2017-08-09 23:03:39,2017-08-10 08:29:43,95%,9:26,:|,,,4413
2017-08-11 00:21:26,2017-08-11 08:44:26,66%,8:23,:|,,,9718
2017-08-12 02:11:31,2017-08-12 08:42:38,62%,6:31,:|,,,10843
2017-08-13 01:49:36,2017-08-13 08:29:39,74%,6:40,:|,,,4297
2017-08-14 00:31:17,2017-08-14 08:27:20,79%,7:56,:|,,,4130
2017-08-15 00:17:56,2017-08-15 07:58:48,79%,7:40,:|,,,7844
2017-08-16 23:46:14,2017-08-17 07:45:06,88%,7:58,:|,,,3006
2017-08-18 00:00:26,2017-08-18 07:44:32,95%,7:44,:|,,,2201
2017-08-18 22:56:38,2017-08-19 07:28:11,0%,0:00,,,,6500
2017-08-19 22:24:23,2017-08-20 06:32:23,85%,8:07,:|,,,6310
2017-08-21 00:14:07,2017-08-21 08:15:25,80%,8:01,:|,,,2993
2017-08-21 23:11:51,2017-08-22 07:28:10,95%,8:16,:|,,,3337
2017-08-22 22:44:17,2017-08-23 06:29:47,90%,7:45,:|,,,5569
2017-08-24 00:31:25,2017-08-24 07:22:00,79%,6:50,:|,,,3106
2017-08-25 00:04:52,2017-08-25 07:00:08,63%,6:55,:|,,,1456
2017-08-26 01:10:30,2017-08-26 07:57:39,69%,6:47,:|,,,3203
2017-08-27 02:36:11,2017-08-27 08:00:34,64%,5:24,:|,,,5311
2017-08-27 23:29:18,2017-08-28 06:44:30,65%,7:15,:|,,,697
2017-08-28 23:45:46,2017-08-29 07:45:15,95%,7:59,:|,,,3610
2017-08-30 00:29:26,2017-08-30 06:45:17,72%,6:15,:(,,,4486
2017-08-30 22:44:33,2017-08-31 07:44:00,96%,8:59,:|,,,3162
2017-08-31 22:24:51,2017-09-01 06:38:10,73%,8:13,:|,,,3799
2017-09-01 20:24:23,2017-09-02 08:05:15,86%,11:40,:|,,,2595
2017-09-03 00:39:29,2017-09-03 08:31:11,72%,7:51,:),,,616
2017-09-03 23:36:19,2017-09-04 06:15:45,65%,6:39,:|,,,745
2017-09-04 20:29:10,2017-09-05 06:57:41,93%,10:28,:|,,,6573
2017-09-05 23:38:48,2017-09-06 06:59:53,69%,7:21,:|,,,1512
2017-09-07 00:38:44,2017-09-07 06:58:30,74%,6:19,:|,,,3776
2017-09-07 22:22:22,2017-09-08 03:50:23,56%,5:28,,,,2559
2017-09-09 00:36:43,2017-09-09 07:59:04,76%,7:22,:|,,,6262
2017-09-10 17:57:41,2017-09-11 01:13:36,79%,7:15,:),,,7613
2017-09-11 19:16:10,2017-09-12 00:52:21,64%,5:36,:|,,,12995
2017-09-13 20:42:08,2017-09-14 01:15:37,31%,4:33,:|,,,11274
2017-09-14 18:20:04,2017-09-15 01:13:53,72%,6:53,:|,,,21622
2017-09-15 19:22:39,2017-09-16 02:15:25,81%,6:52,:|,,,6610
2017-09-16 19:10:04,2017-09-17 02:00:27,72%,6:50,:|,,,19519
2017-09-17 19:29:20,2017-09-18 02:15:21,75%,6:46,:|,,,5991
2017-09-18 18:55:27,2017-09-19 01:45:42,74%,6:50,:|,,,12576
2017-09-19 18:12:58,2017-09-19 23:29:50,61%,5:16,:|,,,13806
2017-09-20 19:24:34,2017-09-21 01:54:15,75%,6:29,:|,,,13270
2017-09-22 17:57:55,2017-09-23 01:45:00,68%,7:47,:|,,,13816
2017-09-24 00:47:42,2017-09-24 07:49:21,77%,7:01,:|,,,6603
2017-09-24 22:27:51,2017-09-25 07:25:39,100%,8:57,:),,,820
2017-09-25 21:17:43,2017-09-26 07:56:47,100%,10:39,:|,,,3158
2017-09-26 21:59:13,2017-09-27 07:59:32,100%,10:00,:|,,,5200
2017-09-27 22:06:20,2017-09-28 07:59:36,100%,9:53,:|,,,2050
2017-09-28 23:00:40,2017-09-29 07:19:11,89%,8:18,:|,,,914
2017-09-29 22:26:24,2017-09-30 07:59:21,89%,9:32,:),,,1048
2017-10-01 00:50:14,2017-10-01 07:59:50,77%,7:09,:|,,,2347
2017-10-01 22:21:12,2017-10-02 08:00:17,93%,9:39,:|,,,8666
2017-10-02 23:49:55,2017-10-03 07:45:25,81%,7:55,:|,,,4512
2017-10-03 23:57:59,2017-10-04 07:56:16,88%,7:58,:|,,,6550
2017-10-05 00:35:52,2017-10-05 08:00:34,87%,7:24,:|,,,4676
2017-10-05 20:29:12,2017-10-06 07:45:49,94%,11:16,:|,,,3357
2017-10-06 23:06:04,2017-10-07 07:15:57,92%,8:09,:(,,,2083
2017-10-07 23:08:00,2017-10-08 08:00:36,96%,8:52,:|,,,5793
2017-10-08 23:31:29,2017-10-09 08:00:32,100%,8:29,:|,,,4236
2017-10-10 00:02:33,2017-10-10 07:59:03,86%,7:56,:|,,,2885
2017-10-10 23:19:36,2017-10-11 07:59:06,100%,8:39,:|,,,8798
